chembl_id	pref_name	canonical_smiles	standard_inchi	standard_inchi_key	max_phase	indication_class	withdrawn_flag	black_box_warning	drugind_id	max_phase_for_ind	mesh_id	mesh_heading	ref_type	ref_id	ref_url
CHEMBL1503	OMEPRAZOLE	COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1	InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)	SUBDBMMJDZJVOS-UHFFFAOYSA-N	4.0	Antisecretory (gastric),Depressant (gastric acid secretory)	0	0	63877	3.0	D003551	Cysticercosis	ClinicalTrials	NCT00290823	https://clinicaltrials.gov/ct2/results?id=%22NCT00290823%22
CHEMBL976	PRAZIQUANTEL	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	InChI=1S/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2	FSVJFNAIGNNGKK-UHFFFAOYSA-N	4.0	Anthelmintic (veterinary)	0	0	63901	3.0	D003551	Cysticercosis	ClinicalTrials	NCT02947581	https://clinicaltrials.gov/ct2/results?id=%22NCT02947581%22
CHEMBL976	PRAZIQUANTEL	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	InChI=1S/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2	FSVJFNAIGNNGKK-UHFFFAOYSA-N	4.0	Anthelmintic (veterinary)	0	0	63904	4.0	D012552	Schistosomiasis	ClinicalTrials	NCT00486863,NCT01054651,NCT01288872,NCT02734186,NCT02806232,NCT02868385,NCT04115072,NCT04679831	https://clinicaltrials.gov/ct2/results?id=%22NCT00486863%22OR%22NCT01054651%22OR%22NCT01288872%22OR%22NCT02734186%22OR%22NCT02806232%22OR%22NCT02868385%22OR%22NCT04115072%22OR%22NCT04679831%22
CHEMBL1631694	FEXINIDAZOLE	CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1	InChI=1S/C12H13N3O3S/c1-14-11(13-7-12(14)15(16)17)8-18-9-3-5-10(19-2)6-4-9/h3-7H,8H2,1-2H3	MIWWSGDADVMLTG-UHFFFAOYSA-N	4.0		0	0	64305	4.0	D014353	Trypanosomiasis, African	ClinicalTrials	NCT00982904,NCT01685827,NCT02169557,NCT02184689,NCT03025789	https://clinicaltrials.gov/ct2/results?id=%22NCT00982904%22OR%22NCT01685827%22OR%22NCT02169557%22OR%22NCT02184689%22OR%22NCT03025789%22
CHEMBL2104415	MOXIDECTIN	CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C	InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3/b10-9+,23-12+,25-14+,27-11+,38-31+/t22-,26-,28+,29-,30-,32+,33+,34+,36-,37+/m0/s1	YZBLFMPOMVTDJY-LSGXYNIPSA-N	4.0	Antiparasitic (veterinary)	0	0	64830	4.0	D009855	Onchocerciasis	ClinicalTrials	NCT00300768,NCT00790998,NCT01035619,NCT03876262,NCT03962062,NCT04311671	https://clinicaltrials.gov/ct2/results?id=%22NCT00300768%22OR%22NCT00790998%22OR%22NCT01035619%22OR%22NCT03876262%22OR%22NCT03962062%22OR%22NCT04311671%22
CHEMBL361497	ARTESUNATE	C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	InChI=1S/C19H28O8/c1-10-4-5-13-11(2)16(23-15(22)7-6-14(20)21)24-17-19(13)12(10)8-9-18(3,25-17)26-27-19/h10-13,16-17H,4-9H2,1-3H3,(H,20,21)/t10-,11-,12+,13+,16-,17-,18-,19-/m1/s1	FIHJKUPKCHIPAT-AHIGJZGOSA-N	4.0		0	0	66134	3.0	D012552	Schistosomiasis	ClinicalTrials	NCT01054651	https://clinicaltrials.gov/ct2/results?id=%22NCT01054651%22
CHEMBL830	EFLORNITHINE	NCCCC(N)(C(=O)O)C(F)F	InChI=1S/C6H12F2N2O2/c7-4(8)6(10,5(11)12)2-1-3-9/h4H,1-3,9-10H2,(H,11,12)	VLCYCQAOQCDTCN-UHFFFAOYSA-N	4.0	Antineoplastic; Antiprotozoal	0	0	68831	2.0	D014353	Trypanosomiasis, African	ClinicalTrials	NCT01685827	https://clinicaltrials.gov/ct2/results?id=%22NCT01685827%22
CHEMBL370143	PAROMOMYCIN	NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O	InChI=1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1	UOZODPSAJZTQNH-LSWIJEOBSA-N	4.0	Anti-Amebic	0	0	68936	3.0	D007898	Leishmaniasis, Visceral	ClinicalTrials	NCT00255567,NCT00629031,NCT00696969,NCT01122771,NCT03129646	https://clinicaltrials.gov/ct2/results?id=%22NCT00255567%22OR%22NCT00629031%22OR%22NCT00696969%22OR%22NCT01122771%22OR%22NCT03129646%22
CHEMBL370143	PAROMOMYCIN	NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O	InChI=1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1	UOZODPSAJZTQNH-LSWIJEOBSA-N	4.0	Anti-Amebic	0	0	68937	3.0	D016773	Leishmaniasis, Cutaneous	ClinicalTrials	NCT00606580,NCT00657917,NCT01050777,NCT01790659,NCT03829917	https://clinicaltrials.gov/ct2/results?id=%22NCT00606580%22OR%22NCT00657917%22OR%22NCT01050777%22OR%22NCT01790659%22OR%22NCT03829917%22
CHEMBL684	DIETHYLCARBAMAZINE	CCN(CC)C(=O)N1CCN(C)CC1	InChI=1S/C10H21N3O/c1-4-12(5-2)10(14)13-8-6-11(3)7-9-13/h4-9H2,1-3H3	RCKMWOKWVGPNJF-UHFFFAOYSA-N	4.0	Anthelmintic	0	0	69403	3.0	D004605	Elephantiasis, Filarial	ClinicalTrials	NCT00511004,NCT01975441,NCT04410406	https://clinicaltrials.gov/ct2/results?id=%22NCT00511004%22OR%22NCT01975441%22OR%22NCT04410406%22
CHEMBL3039597	GENTAMICIN	CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O	InChI=1S/C21H43N5O7.C20H41N5O7.C19H39N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20;1-8(21)12-5-4-9(22)18(30-12)31-15-10(23)6-11(24)16(13(15)26)32-19-14(27)17(25-3)20(2,28)7-29-19;1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h9-20,25-29H,5-8,22-24H2,1-4H3;8-19,25-28H,4-7,21-24H2,1-3H3;8-18,24-27H,3-7,20-23H2,1-2H3/t9?,10-,11+,12-,13+,14+,15-,16-,17+,18-,19-,20-,21+;8?,9-,10+,11-,12+,13+,14-,15-,16+,17-,18-,19-,20+;8-,9+,10-,11+,12-,13+,14+,15-,16+,17+,18+,19-/m110/s1	NPEFREDMMVQEPL-RWPARATISA-N	4.0	Antibacterial	0	1	70310	2.0	D016773	Leishmaniasis, Cutaneous	ClinicalTrials	NCT00657917	https://clinicaltrials.gov/ct2/results?id=%22NCT00657917%22
CHEMBL374478	RIFAMPIN	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1	JQXXHWHPUNPDRT-WLSIYKJHSA-N	4.0	Antibacterial	0	0	107944	3.0	D007918	Leprosy	ClinicalTrials	NCT03662022	https://clinicaltrials.gov/ct2/results?id=%22NCT03662022%22
CHEMBL110	BENZNIDAZOLE	O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1	InChI=1S/C12H12N4O3/c17-11(14-8-10-4-2-1-3-5-10)9-15-7-6-13-12(15)16(18)19/h1-7H,8-9H2,(H,14,17)	CULUWZNBISUWAS-UHFFFAOYSA-N	4.0		0	0	108801	4.0	D014355	Chagas Disease	ClinicalTrials	NCT03191162,NCT03981523	https://clinicaltrials.gov/ct2/results?id=%22NCT03191162%22OR%22NCT03981523%22
CHEMBL290960	NIFURTIMOX	CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1	InChI=1S/C10H13N3O5S/c1-8-7-19(16,17)5-4-12(8)11-6-9-2-3-10(18-9)13(14)15/h2-3,6,8H,4-5,7H2,1H3/b11-6+	ARFHIAQFJWUCFH-IZZDOVSWSA-N	4.0		0	0	109994	4.0	D014355	Chagas Disease	ClinicalTrials	NCT03981523	https://clinicaltrials.gov/ct2/results?id=%22NCT03981523%22
CHEMBL1631694	FEXINIDAZOLE	CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1	InChI=1S/C12H13N3O3S/c1-14-11(13-7-12(14)15(16)17)8-18-9-3-5-10(19-2)6-4-9/h3-7H,8H2,1-2H3	MIWWSGDADVMLTG-UHFFFAOYSA-N	4.0		0	0	110267	2.0	D014355	Chagas Disease	ClinicalTrials	NCT02498782	https://clinicaltrials.gov/ct2/results?id=%22NCT02498782%22
CHEMBL2104415	MOXIDECTIN	CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C	InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3/b10-9+,23-12+,25-14+,27-11+,38-31+/t22-,26-,28+,29-,30-,32+,33+,34+,36-,37+/m0/s1	YZBLFMPOMVTDJY-LSGXYNIPSA-N	4.0	Antiparasitic (veterinary)	0	0	110600	3.0	D013322	Strongyloidiasis	ClinicalTrials	NCT04056325,NCT04848688	https://clinicaltrials.gov/ct2/results?id=%22NCT04056325%22OR%22NCT04848688%22
CHEMBL15797	PYRAZINE	c1cnccn1	InChI=1S/C4H4N2/c1-2-6-4-3-5-1/h1-4H	KYQCOXFCLRTKLS-UHFFFAOYSA-N	3.0		0	0	113677	3.0	D012552	Schistosomiasis	ClinicalTrials	NCT01054651	https://clinicaltrials.gov/ct2/results?id=%22NCT01054651%22
CHEMBL1200680	SELENIUM SULFIDE	S=[Se]=S	InChI=1S/S2Se/c1-3-2	JNMWHTHYDQTDQZ-UHFFFAOYSA-N	4.0	Antifungal; Antiseborrheic	0	0	117596	3.0	D014355	Chagas Disease	ClinicalTrials	NCT00875173	https://clinicaltrials.gov/ct2/results?id=%22NCT00875173%22
CHEMBL3989515	PENICILLIN G BENZATHINE	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1	InChI=1S/2C16H18N2O4S.C16H20N2.4H2O/c2*1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9;1-3-7-15(8-4-1)13-17-11-12-18-14-16-9-5-2-6-10-16;;;;/h2*3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22);1-10,17-18H,11-14H2;4*1H2/t2*11-,12+,14-;;;;;/m11...../s1	WIDKTXGNSOORHA-CJHXQPGBSA-N	4.0		0	1	117664	3.0	D015001	Yaws	ClinicalTrials	NCT01382004	https://clinicaltrials.gov/ct2/results?id=%22NCT01382004%22
CHEMBL1292	CLOFAZIMINE	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	InChI=1S/C27H22Cl2N4/c1-17(2)30-24-16-27-25(15-23(24)31-20-11-7-18(28)8-12-20)32-22-5-3-4-6-26(22)33(27)21-13-9-19(29)10-14-21/h3-17,31H,1-2H3/b30-24+	WDQPAMHFFCXSNU-BGABXYSRSA-N	4.0	Antibacterial (tuberculostatic); Antibacterial (leprostatic)	0	0	118421	4.0	D007918	Leprosy	ATC	J04BA01	https://www.whocc.no/atc_ddd_index/?code=J04BA01
CHEMBL1043	DAPSONE	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2	MQJKPEGWNLWLTK-UHFFFAOYSA-N	4.0	Antibacterial (leprostatic); Suppressant (dermatitis herpetiformis)	0	0	118498	4.0	D007918	Leprosy	ATC	J04BA02	https://www.whocc.no/atc_ddd_index/?code=J04BA02
CHEMBL1200699	DOXYCYCLINE	C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O	InChI=1S/C22H24N2O8.H2O/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29;/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31);1H2/t7-,10+,14+,15-,17-,22-;/m0./s1	XQTWDDCIUJNLTR-CVHRZJFOSA-N	4.0	Antibacterial	0	0	118845	3.0	D004605	Elephantiasis, Filarial	ClinicalTrials	NCT02927496,NCT02929121,NCT02929134	https://clinicaltrials.gov/ct2/results?id=%22NCT02927496%22OR%22NCT02929121%22OR%22NCT02929134%22
CHEMBL1397	POSACONAZOLE	CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1	RAGOYPUPXAKGKH-XAKZXMRKSA-N	4.0		0	0	119553	2.0	D014355	Chagas Disease	ClinicalTrials	NCT01162967,NCT01377480	https://clinicaltrials.gov/ct2/results?id=%22NCT01162967%22OR%22NCT01377480%22
CHEMBL1200580	SULFOXONE SODIUM	O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+]	InChI=1S/C14H16N2O6S3.2Na/c17-23(18)9-15-11-1-5-13(6-2-11)25(21,22)14-7-3-12(4-8-14)16-10-24(19)20;;/h1-8,15-16H,9-10H2,(H,17,18)(H,19,20);;/q;2*+1/p-2	AZBNFLZFSZDPQF-UHFFFAOYSA-L	4.0		0	0	121259	4.0	D007918	Leprosy	ATC	J04BA03	https://www.whocc.no/atc_ddd_index/?code=J04BA03
CHEMBL2104415	MOXIDECTIN	CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C	InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3/b10-9+,23-12+,25-14+,27-11+,38-31+/t22-,26-,28+,29-,30-,32+,33+,34+,36-,37+/m0/s1	YZBLFMPOMVTDJY-LSGXYNIPSA-N	4.0	Antiparasitic (veterinary)	0	0	128496	3.0	D004605	Elephantiasis, Filarial	ClinicalTrials	NCT04410406	https://clinicaltrials.gov/ct2/results?id=%22NCT04410406%22
CHEMBL1200709	CROTAMITON	C/C=C/C(=O)N(CC)c1ccccc1C	InChI=1S/C13H17NO/c1-4-8-13(15)14(5-2)12-10-7-6-9-11(12)3/h4,6-10H,5H2,1-3H3/b8-4+	DNTGGZPQPQTDQF-XBXARRHUSA-N	4.0	Scabicide	0	0	134264	4.0	D012532	Scabies	DailyMed	6f7478fa-ed2b-4943-9d40-1fd0161a0854	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f7478fa-ed2b-4943-9d40-1fd0161a0854
CHEMBL374478	RIFAMPIN	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1	JQXXHWHPUNPDRT-WLSIYKJHSA-N	4.0	Antibacterial	0	0	137209	2.0	D054312	Buruli Ulcer	ClinicalTrials	NCT05169554	https://clinicaltrials.gov/ct2/results?id=%22NCT05169554%22
CHEMBL393220	ATORVASTATIN CALCIUM	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]	InChI=1S/2C33H35FN2O5.Ca/c2*1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40;/h2*3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40);/q;;+2/p-2/t2*26-,27-;/m11./s1	FQCKMBLVYCEXJB-MNSAWQCASA-L	4.0	Inhibitor (HMG-CoA reductase)	0	0	137296	2.0	D014355	Chagas Disease	ClinicalTrials	NCT04984616	https://clinicaltrials.gov/ct2/results?id=%22NCT04984616%22
CHEMBL1741	CLARITHROMYCIN	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20-,21+,22+,23-,24+,25+,26-,27+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1	AGOYDEPGAOXOCK-KCBOHYOISA-N	4.0	Antibacterial	0	0	137387	2.0	D054312	Buruli Ulcer	ClinicalTrials	NCT00321178,NCT01659437,NCT05169554	https://clinicaltrials.gov/ct2/results?id=%22NCT00321178%22OR%22NCT01659437%22OR%22NCT05169554%22
CHEMBL1431	METFORMIN	CN(C)C(=N)NC(=N)N	InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)	XZWYZXLIPXDOLR-UHFFFAOYSA-N	4.0	Antidiabetic	0	1	137677	2.0	D007918	Leprosy	ClinicalTrials	NCT05243654	https://clinicaltrials.gov/ct2/results?id=%22NCT05243654%22
CHEMBL777	CLAVULANIC ACID	O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21	InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1	HZZVJAQRINQKSD-PBFISZAISA-N	4.0	Inhibitor (beta-lactamase)	0	0	137723	2.0	D054312	Buruli Ulcer	ClinicalTrials	NCT05169554	https://clinicaltrials.gov/ct2/results?id=%22NCT05169554%22
CHEMBL1082	AMOXICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1	LSQZJLSUYDQPKJ-NJBDSQKTSA-N	4.0	Antibacterial	0	0	137849	2.0	D054312	Buruli Ulcer	ClinicalTrials	NCT05169554	https://clinicaltrials.gov/ct2/results?id=%22NCT05169554%22
CHEMBL372795	STREPTOMYCIN	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1	UCSJYZPVAKXKNQ-HZYVHMACSA-N	4.0	Antibacterial (tuberculostatic)	0	1	141214	2.0	D054312	Buruli Ulcer	ClinicalTrials	NCT01659437	https://clinicaltrials.gov/ct2/results?id=%22NCT01659437%22
CHEMBL45	MELATONIN	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)	DRLFMBDRBRZALE-UHFFFAOYSA-N	4.0		0	0	142161	2.0	D003715	Dengue	ClinicalTrials	NCT05034809	https://clinicaltrials.gov/ct2/results?id=%22NCT05034809%22
CHEMBL1235551	PRAZIQUANTEL, (R)-	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1	InChI=1S/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2/t17-/m0/s1	FSVJFNAIGNNGKK-KRWDZBQOSA-N	3.0		0	0	142635	3.0	D012552	Schistosomiasis	ClinicalTrials	NCT03845140	https://clinicaltrials.gov/ct2/results?id=%22NCT03845140%22
