calibr_id	rfm_id	smile	canonical_ikey	name	source	source_id	status	reframedb_url	tanimoto_miltefosine	tanimoto_streptomycin
CBR-001-573-031-1	RFM-001-960-3	O=C(N/N=C/c1ccccc1O)c1ccncc1	VBIZUNYMJSPHBH	SALINAZID	Vitas-M	STK040754	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VBIZUNYMJSPHBH;qid=Q27254735"")"	0.061386138613861385	0.14066496163682865
CBR-001-572-862-8	RFM-001-792-5	c1cnc(SCc2cccnc2)nc1	HMCTXMOKMWELFJ	tasuldine	Vitas-M	STK829713	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HMCTXMOKMWELFJ;qid=Q27288613"")"	0.0625	0.10044843049327354
CBR-001-573-050-4	RFM-001-979-4	CCC(=O)NO	RSIPQHOWTCNEBI	ZAMI-633	Vitas-M	STL146432	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RSIPQHOWTCNEBI;qid=Q27272667"")"	0.03827751196172249	0.025150905432595575
CBR-001-572-818-4	RFM-001-748-1	O=C(/C=C/c1ccccc1)NCCO	OSCTXCOERRNGLW	idrocilamide	Vitas-M	STK429148	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OSCTXCOERRNGLW;qid=Q105198792"")"	0.1094224924012158	0.0896358543417367
CBR-001-572-904-1	RFM-001-834-8	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1	VCPMZDWBEWTGNW	Z-160	Vitas-M	STK411255	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VCPMZDWBEWTGNW;qid=Q27088019"")"	0.0985691573926868	0.1944
CBR-001-845-257-8	RFM-001-538-3	COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1	DJUFPMUQJKWIJB	pyronaridine	BOC Sciences	B0084-351041	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DJUFPMUQJKWIJB;qid=Q7263674"")"	0.08581436077057793	0.33202870189171557
CBR-001-572-673-5	RFM-001-603-5	CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C	WHUWQSQEVISUMC	Isbufylline	Vitas-M	STK868787	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WHUWQSQEVISUMC;qid=Q27272352"")"	0.08900523560209424	0.2881118881118881
CBR-001-573-046-8	RFM-001-975-0	N=C(N)NCCCC(N)C(=O)O	ODKSFYDXXFIFQN	argimesna	Vitas-M	STL191431	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ODKSFYDXXFIFQN;qid=Q83120494"")"	0.11262798634812286	0.1015625
CBR-001-572-696-2	RFM-001-626-2	CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1	KTXBOOWDLPUROC	nicaraven	Vitas-M	STK496402	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KTXBOOWDLPUROC;qid=Q72494089"")"	0.07407407407407407	0.14632034632034632
CBR-001-572-877-5	RFM-001-807-5	CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1	AHZBEVXBKNYXPU	DISTIGMINE BROMIDE	Boerchem Pharmtech Co., Ltd	BC685761	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AHZBEVXBKNYXPU;qid=Q27149809"")"	0.09242144177449169	0.1785109983079526
CBR-001-572-647-3	RFM-001-577-0	CN(C)c1ncnc2c1ncn2C1OC(CO)C(O)C1O	WVGPGNPCZPYCLK	ARA DMAP	Chembridge	5790592	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WVGPGNPCZPYCLK;qid=Q15632696"")"	0.09575353871773522	0.37265068049254696
CBR-001-572-395-2	RFM-001-326-3	CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O	JADDQZYHOWSFJD	NECA	Chembridge	5787474	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JADDQZYHOWSFJD;qid=Q27094624"")"	0.09239130434782608	0.4043229497774952
CBR-001-572-214-2	RFM-001-146-1	C[C@@]12CCC3C(CCC4=C(Cl)C(=O)CC[C@]43C)C1CCC2O	KCZCIYZKSLLNNH	CLOSTEBOL	InterBioScreen	STOCK1N-04648	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KCZCIYZKSLLNNH;qid=Q422322"")"	0.11003236245954692	0.21568627450980393
CBR-001-572-173-0	RFM-001-105-2	O=C1CNC(=O)/C1=C/NCc1ccccc1	ZUQYMFDHRCSUKZ	beprodone, MarcoPolo	InterBioScreen	STOCK1N-31794	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZUQYMFDHRCSUKZ;qid=nan"")"	0.09266409266409266	0.17123287671232876
CBR-001-572-650-8	RFM-001-580-5	COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1	KSQCNASWXSCJTD	Enciprazine	Key Organics	KE-0221	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KSQCNASWXSCJTD;qid=Q27282790"")"	0.10144927536231885	0.21651090342679127
CBR-001-572-832-2	RFM-001-762-9	Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21	NTHPAPBPFQJABD	ramosetron (ODT)	Key Organics	KS-1311	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/NTHPAPBPFQJABD;qid=Q2979523"")"	0.08695652173913043	0.30220146764509676
CBR-001-572-824-2	RFM-001-754-9	COC(F)(F)C(Cl)Cl	RFKMCNOHBTXSMU	methoxyflurane, Medical Developments	Key Organics	KS-5167	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RFKMCNOHBTXSMU;qid=Q411594"")"	0.05371900826446281	0.040354330708661415
CBR-001-572-654-2	RFM-001-584-9	CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl	VMZUTJCNQWMAGF	etizolam	Key Organics	DS-3112	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VMZUTJCNQWMAGF;qid=Q409966"")"	0.0888722927557879	0.36638452237001207
CBR-001-572-590-3	RFM-001-520-3	NC(=O)CN1CC(c2ccccc2)CC1=O	LYONXVJRBWWGQO	Fonturacetam	Key Organics	DS-1993	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/LYONXVJRBWWGQO;qid=Q420882"")"	0.08585858585858586	0.18801313628899835
CBR-001-572-703-4	RFM-001-633-1	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I	XQZXYNRDCRIARQ	iopamidol	Key Organics	KS-1421	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XQZXYNRDCRIARQ;qid=Q424788"")"	0.09003215434083602	0.3030085959885387
CBR-050-286-231-9	RFM-001-877-9	CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(Cl)cc1Cl	IHYZMEAZAIFMTN	AB-159908	Tocris	3746	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IHYZMEAZAIFMTN;qid=Q27088563"")"	0.07163742690058479	0.20109546165884193
CBR-001-572-651-9	RFM-001-581-6	CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C	VIZBSVDBNLAVAW	CP-376395	Key Organics	GD-0065	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VIZBSVDBNLAVAW;qid=Q27076894"")"	0.09080590238365494	0.27017291066282423
CBR-001-854-158-7	RFM-001-288-4	Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1	RYMCFYKJDVMSIR	Pharmaprojects No. 4701	Laxai Life Sciences	LSR-003-RD-497074	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RYMCFYKJDVMSIR;qid=Q621846"")"	0.08801955990220049	0.2468680913780398
CBR-050-190-576-6	RFM-001-870-2	CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O	TYNLGDBUJLVSMA	diacerein (capsule), TWi Pharmaceuticals	Target Molecule Corp.	T1273	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/TYNLGDBUJLVSMA;qid=Q413178"")"	0.07309322033898305	0.2692307692307692
CBR-001-572-321-4	RFM-001-252-2	CNCCc1cnc[nH]1	PHSPJQZRQAJPPF	N'-Methylhistamine	Otava	4667144	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PHSPJQZRQAJPPF;qid=Q27078066"")"	0.07666666666666666	0.07347328244274809
CBR-001-572-508-3	RFM-001-438-0	c1ccc(C2(N3CCCCC3)CCCCC2)cc1	JTJMJGYZQZDUJJ	Phencyclidine hydrochloride	Rosewa pharmaceutical & chemical Co., Ltd	RW3111	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JTJMJGYZQZDUJJ;qid=Q407324"")"	0.1024390243902439	0.2201154163231657
CBR-001-572-120-7	RFM-001-052-6	O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl	YRIZYWQGELRKNT	SYMCLOSENE	Sigma-Aldrich	91220	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/YRIZYWQGELRKNT;qid=Q419127"")"	0.051515151515151514	0.07786116322701689
CBR-001-572-079-3	RFM-001-011-7	CC(=O)c1ccc(O)c(O)c1O	XIROXSOOOAZHLL	GALLACETOPHENONE	Sigma-Aldrich	T64408	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XIROXSOOOAZHLL;qid=Q5518813"")"	0.056485355648535567	0.13258232235701906
CBR-001-573-008-2	RFM-001-938-5	NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1	XNSAINXGIQZQOO	protirelin	Sigma-Aldrich	P2161	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XNSAINXGIQZQOO;qid=Q12910980"")"	0.09436274509803921	0.25928677563150077
CBR-001-572-964-3	RFM-001-894-0	NCCCCCN	VHRGRCVQAFMJIZ	CADAVERINE	Sigma-Aldrich	D22606	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VHRGRCVQAFMJIZ;qid=Q27125746"")"	0.06349206349206349	0.02034587995930824
CBR-001-572-056-6	RFM-000-988-1	CC(Cc1ccccc1)NCc1ccccc1Cl	LRXXRIXDSAEIOR	CLOBENZOREX	Specs	AO-080/42479295	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/LRXXRIXDSAEIOR;qid=Q5134761"")"	0.09216589861751152	0.1282051282051282
CBR-001-572-928-9	RFM-001-858-6	O=C(O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12	TZZNWMJZDWYJAZ	Mitoflaxone	Specs	AN-308/15495081	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/TZZNWMJZDWYJAZ;qid=Q27293356"")"	0.07700892857142858	0.2648532569792412
CBR-001-572-678-0	RFM-001-608-0	O=C(CCCl)NCc1ccccc1	JPYQFYIEOUVJDU	BECLAMIDE	Vitas-M	STK296069	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JPYQFYIEOUVJDU;qid=Q3637399"")"	0.08307692307692308	0.0825515947467167
CBR-001-572-790-9	RFM-001-720-9	O=C(O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2	XKZLSYWCDJZTMW	GPA-2476	Vitas-M	STK009689	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XKZLSYWCDJZTMW;qid=Q83057574"")"	0.10153846153846154	0.20476190476190476
CBR-001-572-174-1	RFM-001-106-3	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1	STQGQHZAVUOBTE	Daunorubicin	Vitas-M	STK177291	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/STQGQHZAVUOBTE;qid=Q27166572"")"	0.07732293697205977	0.45390070921985815
CBR-001-572-612-2	RFM-001-542-9	COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N=C/N5CCCCC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	JEGGQYICWGMXOZ	FCE-22250	Vitas-M	STK177296	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JEGGQYICWGMXOZ;qid=nan"")"	0.09035033804548248	0.45372460496614
CBR-001-572-031-7	RFM-000-963-2	CC(=O)Oc1ccc(Br)cc1C(=O)O	VRJBEVQGJOSGOX	5-BROMOSALICYLIC ACID ACETATE	Vitas-M	STK386182	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VRJBEVQGJOSGOX;qid=Q27274988"")"	0.06756756756756757	0.1870860927152318
CBR-001-790-008-2	RFM-001-899-5	CCn1cnc(C(=O)NC)c1C(=O)NC	RYRFAMRQBZNEPX	Ethimizol	Enamine	T0500-9443	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RYRFAMRQBZNEPX;qid=Q4532989"")"	0.10150891632373114	0.22332317073170732
CBR-001-572-924-5	RFM-001-854-2	O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34	AAGFPTSOPGCENQ	Sophocarpine	Vitas-M	STK801894	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AAGFPTSOPGCENQ;qid=Q104907921"")"	0.11367380560131796	0.23578595317725753
CBR-001-572-874-2	RFM-001-804-2	O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21	UBAJTZKNDCEGKL	fenoverine	Vitas-M	STK210707	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UBAJTZKNDCEGKL;qid=Q3742487"")"	0.07578740157480315	0.286490156143924
CBR-001-572-705-6	RFM-001-635-3	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl	FCSHDIVRCWTZOX	clobetasol	Vitas-M	STK801976	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/FCSHDIVRCWTZOX;qid=Q4224007"")"	0.09269356597600872	0.28765167737330477
CBR-001-572-506-1	RFM-001-436-8	CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1	UBWXUGDQUBIEIZ	Nandrolone phenylpropionate	Vitas-M	STL372833	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UBWXUGDQUBIEIZ;qid=Q4312826"")"	0.1111111111111111	0.2576985413290113
CBR-001-572-755-6	RFM-001-685-3	CCC(C(N)=O)(C(N)=O)c1ccccc1	JFZHPFOXAAIUMB	PHENYLETHYLMALONAMIDE	Vitas-M	STL415949	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JFZHPFOXAAIUMB;qid=Q3742460"")"	0.08433734939759036	0.151931330472103
CBR-001-572-792-1	RFM-001-722-1	CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1	ZKXLQCIOURANAD	NBD-556	Vitas-M	STK042210	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZKXLQCIOURANAD;qid=Q27449813"")"	0.08739495798319327	0.19357495881383854
CBR-001-573-002-6	RFM-001-932-9	CCOc1ccc2nc3cc(N)ccc3c(N)c2c1	CIKWKGFPFXJVGW	ETHACRIDINE	Vitas-M	STK053900	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CIKWKGFPFXJVGW;qid=Q27292662"")"	0.07560137457044673	0.17627677100494235
CBR-001-572-523-2	RFM-001-453-9	CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2	KJAMZCVTJDTESW	tiracizine	Vitas-M	STK525182	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KJAMZCVTJDTESW;qid=Q6586877"")"	0.09018264840182648	0.26859205776173284
CBR-001-572-542-5	RFM-001-472-2	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O	JTWOMNBEOCYFNV	azlocillin	Vitas-M	STK177243	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JTWOMNBEOCYFNV;qid=Q510154"")"	0.09316303531179564	0.38466257668711656
CBR-001-586-187-7	RFM-001-935-2;RFM-005-456-8	CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O	ZWAOHEXOSAUJHY	doxifluridine	LKT Laboratories	D5692	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZWAOHEXOSAUJHY;qid=Q27165447"")"	0.10019083969465649	0.3436426116838488
CBR-001-572-387-2	RFM-001-318-3	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C/C2(C)OC2C1C	IUPCWCLVECYZRV	rosaramicin	Vitas-M	STK256720	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IUPCWCLVECYZRV;qid=Q105120748"")"	0.09957627118644068	0.4603174603174603
CBR-001-572-112-7	RFM-001-044-6	OC(CCl)CN1CC[N+]2(CC1)CC[N+]1(CCN(CC(O)CCl)CC1)CC2	UVYDWIMQPVNRJN	PROSPIDIUM CHLORIDE	Vitas-M	STL069542	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UVYDWIMQPVNRJN;qid=Q27269000"")"	0.12837837837837837	0.08396946564885496
CBR-001-572-588-9	RFM-001-518-9	Cc1cccc(C)c1NC(=O)c1ccc(N)cc1	HZIWGOAXOBPQGY	Ameltolide	Vitas-M	STK360030	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HZIWGOAXOBPQGY;qid=Q4742349"")"	0.078125	0.16023993144815768
CBR-001-572-552-7	RFM-001-482-4	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1	ZAIPMKNFIOOWCQ	cefalexin HCl monohydrate	Vitas-M	STK803646	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZAIPMKNFIOOWCQ;qid=Q82007391"")"	0.08989657915672236	0.36432160804020103
CBR-001-572-551-6	RFM-001-481-3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O	WLOHNSSYAXHWNR	dirithromycin	Vitas-M	STL008572	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WLOHNSSYAXHWNR;qid=Q1989071"")"	0.10272727272727272	0.5547839506172839
CBR-001-670-571-8	RFM-001-892-8	CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21	JBIWCJUYHHGXTC	doxycycline, MiddleBrook	Sigma-Aldrich	D1822	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JBIWCJUYHHGXTC;qid=Q27293798"")"	0.0944741532976827	0.44718117131910234
CBR-050-268-036-6	RFM-001-415-3	O=C(O)c1c[nH]c(=O)[nH]c1=O	ZXYAAVBXHKCJJB	Orazamide orotate	ChemDiv	7599-1390	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZXYAAVBXHKCJJB;qid=Q27102419"")"	0.058315334773218146	0.1363236587510994
CBR-050-191-997-7	RFM-001-514-5	O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	BLPUOQGPBJPXRL	Ilepcimide	Vitas-M	STK416971	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BLPUOQGPBJPXRL;qid=Q23823893"")"	0.1013745704467354	0.18765432098765433
CBR-001-572-051-1	RFM-000-983-6	CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C	VEPZOLKTNZOTTQ	BUMECAINE	Vitas-M	STL386836	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VEPZOLKTNZOTTQ;qid=Q27274450"")"	0.09663250366032211	0.21456538762725136
CBR-001-572-076-0	RFM-001-008-2	CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21	VHEOUJNDDFHPGJ	FLUACIZINE	Vitas-M	STK331967	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VHEOUJNDDFHPGJ;qid=Q4493194"")"	0.08845738942826321	0.3010057471264368
CBR-001-572-563-0	RFM-001-493-7	O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1	YYFGRAGNYHYWEZ	Eprobemide	Vitas-M	STK415747	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/YYFGRAGNYHYWEZ;qid=Q4086013"")"	0.11883408071748879	0.16160714285714287
CBR-001-572-351-0	RFM-001-282-8	NC(=S)N/N=C/c1ccncc1	QTSJJDIDTYFLFC	2016-03-02: Perchlozone	Vitas-M	STK060728	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QTSJJDIDTYFLFC;qid=Q82897132"")"	0.046583850931677016	0.06848030018761726
CBR-001-572-464-8	RFM-001-394-5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	MQTOSJVFKKJCRP	azithromycin	Vitas-M	STK177289	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MQTOSJVFKKJCRP;qid=Q165399"")"	0.10078277886497064	0.5628548256285483
CBR-001-572-218-6	RFM-001-150-7	CN1C[C@H]2C[C@@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1	QMLVECGLEOSESV	Danofloxacin mesylate	Vitas-M	STK631371	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QMLVECGLEOSESV;qid=Q5220980"")"	0.08556547619047619	0.3811850946854001
CBR-001-572-686-0	RFM-001-616-0	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1	VAAUVRVFOQPIGI	ceftriaxone	Vitas-M	STK177295	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VAAUVRVFOQPIGI;qid=Q421713"")"	0.0893407270486753	0.42777777777777776
CBR-001-572-687-1	RFM-001-617-1;RFM-000-332-7	[O-][n+]1ccccc1S	FGVVTMRZYROCTH	Zinc Pyrithione	Sigma-Aldrich	188549	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/FGVVTMRZYROCTH;qid=Q27116892"")"	0.0231023102310231	0.05203405865657521
CBR-001-573-177-8		C/C(N)=N\CCCC[C@H](N)C(=O)O	ONYFNWIHJBLQKE	L-N6-(1-Iminoethyl)lysine dihydrochloride	Sigma-Aldrich	I8021	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/ONYFNWIHJBLQKE;qid=Q82909767"")"	0.12244897959183673	0.12079207920792079
CBR-001-573-310-5	RFM-002-114-7	CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	PSWFFKRAVBDQEG	thymopentin	AK Scientific	H053	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PSWFFKRAVBDQEG;qid=Q7799637"")"	0.09356014580801944	0.28841786525359575
CBR-001-845-871-4	RFM-002-330-3;RFM-002-109-0	C=C[C@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	XRWSZZJLZRKHHD	asunaprevir	BLD Pharma	BD626409	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XRWSZZJLZRKHHD;qid=Q4811881"")"	0.08689748811948404	0.4102112676056338
CBR-001-573-291-9	RFM-002-095-1	O=P(O)(O)OCC(O)CO	AWUCVROLDVIAJX	CALCIUM GLYCEROPHOSPHATE	AK Scientific	67749	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AWUCVROLDVIAJX;qid=Q2739882"")"	0.26666666666666666	0.057392996108949414
CBR-001-573-234-0	RFM-002-038-2	Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1	PWAUCHMQEXVFJR	cefpiramide	AK Scientific	K197	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PWAUCHMQEXVFJR;qid=Q4921174"")"	0.08291770573566085	0.42480359147025815
CBR-001-573-200-0	RFM-002-004-2	CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1	TTZHDVOVKQGIBA	Sofosbuvir	AK Scientific	Y1293	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/TTZHDVOVKQGIBA;qid=Q2502747"")"	0.10747330960854093	0.4221954161640531
CBR-001-573-240-8	RFM-002-044-0	C[C@@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]43C)[C@@H]1CC=C2n1cnc2ccccc21	PAFKTGFSEFKSQG	galeterone	AK Scientific	Y0281	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PAFKTGFSEFKSQG;qid=Q5518498"")"	0.10616784630940344	0.3121107266435986
CBR-050-365-664-2	RFM-002-057-5	O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	VMMKGHQPQIEGSQ	1-hydroxy-2-(imidazo[1,2-a]pyridin-3-yl)ethane-1,1-diyldiphosphonic acid; minodronic acid	Sigma-Aldrich	3134395182	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VMMKGHQPQIEGSQ;qid=Q2823280"")"	0.09101516919486581	0.26973684210526316
CBR-050-365-571-8	RFM-001-994-3	CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1	MWTBKTRZPHJQLH	Alcaftadine; alcaftadine	Sigma-Aldrich	1280647531	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MWTBKTRZPHJQLH;qid=Q4712900"")"	0.0904480135249366	0.35054874112330536
CBR-001-573-318-3	RFM-002-122-7	CC(C)CC1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O	VYCMAAOURFJIHD	BQ-123	Adipogen International	AG-CP3-0001	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VYCMAAOURFJIHD;qid=Q4836304"")"	0.09914204003813155	0.3138440860215054
CBR-001-573-323-0	RFM-002-127-2	COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12	UBLOHCIYTDRGJH	RV-1729	Advanced ChemBlocks Inc	I-9795	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UBLOHCIYTDRGJH;qid=Q27896033"")"	0.09162621359223301	0.43305785123966944
